name,ptcgo,api,notes
"Clamperl","PRC 49",xy5-49,
"Corphish","PRC 42",xy5-42,
"Feebas","PRC 43",xy5-43,
"Horsea","PRC 30",xy5-30,
"Kyogre","PRC 53",xy5-53,
"Kyogre-EX","PRC 54",xy5-54,
"Manaphy","PRC 56",xy5-56,
"Mudkip","PRC 33",xy5-33,
"Spheal","PRC 45",xy5-45,
"Spheal","PRC 46",xy5-46,
"Staryu","PRC 32",xy5-32,
"Wailord-EX","PRC 38",xy5-38,
"Gorebyss","PRC 51",xy5-51,
"Gorebyss","PRC 52",xy5-52,
"Huntail","PRC 50",xy5-50,
"Marshtomp","PRC 34",xy5-34,
"Milotic","PRC 44",xy5-44,
"Primal Kyogre-EX","PRC 55",xy5-55,
"Seadra","PRC 31",xy5-31,
"Sealeo","PRC 47",xy5-47,
"Whiscash","PRC 40",xy5-40,
"Whiscash","PRC 41",xy5-41,
"Ludicolo","PRC 37",xy5-37,
"Swampert","PRC 35",xy5-35,
"Swampert","PRC 36",xy5-36,
"Walrein","PRC 48",xy5-48,
"Acro Bike","PRC 122",xy5-122,
"Aggron Spirit Link","PRC 123",xy5-123,
"Archie's Ace in the Hole","PRC 124",xy5-124,
"Dive Ball","PRC 125",xy5-125,
"Energy Retrieval","PRC 126",xy5-126,
"Enhanced Hammer","PRC 162",xy5-162,
"Escape Rope","PRC 127",xy5-127,
"Exp. Share","PRC 128",xy5-128,
"Fresh Water Set","PRC 129",xy5-129,
"Gardevoir Spirit Link","PRC 130",xy5-130,
"Groudon Spirit Link","PRC 131",xy5-131,
"Kyogre Spirit Link","PRC 132",xy5-132,
"Maxie's Hidden Ball Trick","PRC 133",xy5-133,
"Professor Birch's Observations","PRC 134",xy5-134,
"Rare Candy","PRC 135",xy5-135,
"Repeat Ball","PRC 136",xy5-136,
"Rough Seas","PRC 137",xy5-137,
"Scorched Earth","PRC 138",xy5-138,
"Shrine of Memories","PRC 139",xy5-139,
"Silent Lab","PRC 140",xy5-140,
"Switch","PRC 163",xy5-163,
"Teammates","PRC 141",xy5-141,
"Weakness Policy","PRC 142",xy5-142,
"Shield Energy","PRC 143",xy5-143,
"Wonder Energy","PRC 144",xy5-144,
"Sharpedo-EX","PRC 152",xy5-152,
"Gardevoir-EX","PRC 155",xy5-155,
"M Gardevoir-EX","PRC 156",xy5-156,
"Groudon-EX","PRC 150",xy5-150,
"Primal Groudon-EX","PRC 151",xy5-151,
"Camerupt-EX","PRC 146",xy5-146,
"Trevenant-EX","PRC 145",xy5-145,
"Aggron-EX","PRC 153",xy5-153,
"M Aggron-EX","PRC 154",xy5-154,
"Kyogre-EX","PRC 148",xy5-148,
"Wailord-EX","PRC 147",xy5-147,
"Primal Kyogre-EX","PRC 149",xy5-149,
"Archie's Ace in the Hole","PRC 157",xy5-157,
"Maxie's Hidden Ball Trick","PRC 158",xy5-158,
"Professor Birch's Observations","PRC 159",xy5-159,
"Teammates","PRC 160",xy5-160,
"Dive Ball","PRC 161",xy5-161,
"Weakness Policy","PRC 164",xy5-164,
