name,ptcgo,api,notes
"Camerupt Spirit Link","PR-XY 199",xyp-XY199,no-image
"Garchomp Spirit Link","PR-XY 169",xyp-XY169,
"Gym Badge","PR-XY 203",xyp-XY203,no-image
"Lucario Spirit Link","PR-XY 211",xyp-XY211,no-image
"Karen","PR-XY 177",xyp-XY177,
"Mawile Spirit Link","PR-XY 105",xyp-XY105,
"Salamence Spirit Link","PR-XY 172",xyp-XY172,
"Sharpedo Spirit Link","PR-XY 201",xyp-XY201,no-image
"Trevor","PR-XY 33",xyp-XY33,
"Arceus","PR-XY 83",xyp-XY83,
"Arceus","PR-XY 116",xyp-XY116,
"Darkrai","PR-XY 114",xyp-XY114,
"Yveltal-EX","PR-XY 150",xyp-XY150,
"M Sharpedo-EX","PR-XY 200",xyp-XY200,no-image
"Black Kyurem","PR-XY 80",xyp-XY80,
"Latias","PR-XY 78",xyp-XY78,
"Latios","PR-XY 79",xyp-XY79,
"White Kyurem","PR-XY 81",xyp-XY81,
"Charizard-EX","PR-XY 121",xyp-XY121,
"Reshiram","PR-XY 74",xyp-XY74,
"M Camerupt-EX","PR-XY 198",xyp-XY198,no-image
"Celebi","PR-XY 111",xyp-XY111,
"Venusaur-EX","PR-XY 123",xyp-XY123,
"Zekrom","PR-XY 76",xyp-XY76,
"Dialga","PR-XY 77",xyp-XY77,
"Jirachi","PR-XY 67",xyp-XY67,
"Jirachi","PR-XY 112",xyp-XY112,
"Meloetta","PR-XY 120",xyp-XY120,
"Mew","PR-XY 110",xyp-XY110,
"Blastoise-EX","PR-XY 122",xyp-XY122,
"Manaphy","PR-XY 113",xyp-XY113,
"Palkia","PR-XY 75",xyp-XY75,
"Karen","PR-XY 177",xyp-XY177,
"Gym Badge","PR-XY 204",xyp-XY204,no-image
"Gym Badge","PR-XY 205",xyp-XY205,no-image
"Gym Badge","PR-XY 206",xyp-XY206,no-image
"Gym Badge","PR-XY 207",xyp-XY207,no-image
"Gym Badge","PR-XY 208",xyp-XY208,no-image
"Gym Badge","PR-XY 209",xyp-XY209,no-image
"Gym Badge","PR-XY 210",xyp-XY210,no-image
"Rayquaza-EX","PR-XY 69",xyp-XY69,
"Xerneas-EX","PR-XY 149",xyp-XY149,
"Zygarde","PR-XY 152",xyp-XY152,
"Victini","PR-XY 117",xyp-XY117,
"Volcanion","PR-XY 185",xyp-XY185,no-image
"Pyroar","PR-XY 26",xyp-XY26,
"Shaymin","PR-XY 115",xyp-XY115,
"Pikachu-EX","PR-XY 124",xyp-XY124,
"Pikachu-EX","PR-XY 174",xyp-XY174,
"Genesect","PR-XY 119",xyp-XY119,
"Magearna","PR-XY 186",xyp-XY186,no-image
"Mew","PR-XY 192",xyp-XY192,no-image
"Mewtwo","PR-XY 101",xyp-XY101,
"Mewtwo-EX","PR-XY 125",xyp-XY125,
"Keldeo","PR-XY 118",xyp-XY118,
