name,ptcgo,api,notes
"Haunter","SSH 84",swsh1-84,
"Musharna","SSH 88",swsh1-88,
"Polteageist","SSH 90",swsh1-90,
"Gengar","SSH 85",swsh1-85,
"Chewtle","SSH 60",swsh1-60,
"Cramorant","SSH 62",swsh1-62,
"Goldeen","SSH 45",swsh1-45,
"Goldeen","SSH 46",swsh1-46,
"Keldeo V","SSH 53",swsh1-53,
"Krabby","SSH 42",swsh1-42,
"Krabby","SSH 43",swsh1-43,
"Lapras","SSH 48",swsh1-48,
"Lapras V","SSH 49",swsh1-49,
"Mantine","SSH 52",swsh1-52,
"Qwilfish","SSH 51",swsh1-51,
"Shellder","SSH 40",swsh1-40,
"Snom","SSH 63",swsh1-63,
"Sobble","SSH 54",swsh1-54,
"Sobble","SSH 55",swsh1-55,
"Cloyster","SSH 41",swsh1-41,
"Drednaw","SSH 61",swsh1-61,
"Drizzile","SSH 56",swsh1-56,
"Drizzile","SSH 57",swsh1-57,
"Frosmoth","SSH 64",swsh1-64,
"Kingler","SSH 44",swsh1-44,
"Seaking","SSH 47",swsh1-47,
"Inteleon","SSH 58",swsh1-58,
"Inteleon","SSH 59",swsh1-59,
"Lapras VMAX","SSH 50",swsh1-50,
"Cramorant V","SSH 198",swsh1-198,
"Snorlax V","SSH 197",swsh1-197,
"Snorlax VMAX","SSH 206",swsh1-142,downgrade
"Sableye V","SSH 194",swsh1-194,
"Stonjourner V","SSH 193",swsh1-193,
"Stonjourner VMAX","SSH 205",swsh1-116,downgrade
"Torkoal V","SSH 188",swsh1-188,
"Dhelmise V","SSH 187",swsh1-187,
"Morpeko V","SSH 190",swsh1-190,
"Morpeko VMAX","SSH 204",swsh1-80,downgrade
"Zacian V","SSH 195",swsh1-195,
"Zamazenta V","SSH 196",swsh1-196,
"Indeedee V","SSH 192",swsh1-192,
"Wobbuffet V","SSH 191",swsh1-191,
"Lapras V","SSH 189",swsh1-189,
"Lapras VMAX","SSH 203",swsh1-50,downgrade
"Zacian V","SSH 211",swsh1-195,downgrade
"Zamazenta V","SSH 212",swsh1-196,downgrade
"Air Balloon","SSH 156",swsh1-156,
"Bede","SSH 157",swsh1-157,
"Big Charm","SSH 158",swsh1-158,
"Crushing Hammer","SSH 159",swsh1-159,
"Energy Retrieval","SSH 160",swsh1-160,
"Energy Search","SSH 161",swsh1-161,
"Energy Switch","SSH 162",swsh1-162,
"Evolution Incense","SSH 163",swsh1-163,
"Great Ball","SSH 164",swsh1-164,
"Hop","SSH 165",swsh1-165,
"Hyper Potion","SSH 166",swsh1-166,
"Lucky Egg","SSH 167",swsh1-167,
"Lum Berry","SSH 168",swsh1-168,
"Marnie","SSH 169",swsh1-169,
"Metal Saucer","SSH 170",swsh1-170,
"Ordinary Rod","SSH 171",swsh1-171,
"Pal Pad","SSH 172",swsh1-172,
"Poké Kid","SSH 173",swsh1-173,
"Pokégear 3.0","SSH 174",swsh1-174,
"Pokémon Catcher","SSH 175",swsh1-175,
"Pokémon Center Lady","SSH 176",swsh1-176,
"Potion","SSH 177",swsh1-177,
"Professor's Research","SSH 178",swsh1-178,
"Quick Ball","SSH 179",swsh1-179,
"Rare Candy","SSH 180",swsh1-180,
"Rotom Bike","SSH 181",swsh1-181,
"Sitrus Berry","SSH 182",swsh1-182,
"Switch","SSH 183",swsh1-183,
"Team Yell Grunt","SSH 184",swsh1-184,
"Vitality Band","SSH 185",swsh1-185,
"Aurora Energy","SSH 186",swsh1-186,
"Air Balloon","SSH 213",swsh1-156,downgrade
"Bede","SSH 199",swsh1-199,
"Marnie","SSH 200",swsh1-200,
"Metal Saucer","SSH 214",swsh1-170,downgrade
"Ordinary Rod","SSH 215",swsh1-171,downgrade
"Professor's Research","SSH 201",swsh1-201,
"Quick Ball","SSH 216",swsh1-179,downgrade
"Team Yell Grunt","SSH 202",swsh1-202,
"Bede","SSH 207",swsh1-199,downgrade
"Team Yell Grunt","SSH 210",swsh1-184,downgrade
"Professor's Research","SSH 209",swsh1-201,downgrade
"Marnie","SSH 208",swsh1-200,downgrade
