name,ptcgo,api,notes
"Petilil","BCR 16",bw7-16,
"Scyther","BCR 7",bw7-7,
"Shaymin","BCR 10",bw7-10,
"Snivy","BCR 11",bw7-11,
"Tangela","BCR 5",bw7-5,
"Gloom","BCR 2",bw7-2,
"Lilligant","BCR 17",bw7-17,
"Servine","BCR 12",bw7-12,
"Tangrowth","BCR 6",bw7-6,
"Whimsicott","BCR 15",bw7-15,
"Bellossom","BCR 4",bw7-4,
"Serperior","BCR 13",bw7-13,
"Vileplume","BCR 3",bw7-3,
"Blitzle","BCR 56",bw7-56,
"Chinchou","BCR 55",bw7-55,
"Electabuzz","BCR 53",bw7-53,
"Pikachu","BCR 50",bw7-50,
"Voltorb","BCR 51",bw7-51,
"Electivire","BCR 54",bw7-54,
"Electrode","BCR 52",bw7-52,
"Zebstrika","BCR 57",bw7-57,
"Klink","BCR 97",bw7-97,
"Skarmory","BCR 95",bw7-95,
"Skarmory","BCR 96",bw7-96,
"Scizor","BCR 94",bw7-94,
"Cresselia-EX","BCR 67",bw7-67,
"Croagunk","BCR 64",bw7-64,
"Croagunk","BCR 65",bw7-65,
"Duskull","BCR 61",bw7-61,
"Gothita","BCR 75",bw7-75,
"Meloetta","BCR 77",bw7-77,
"Munna","BCR 68",bw7-68,
"Spoink","BCR 59",bw7-59,
"Venipede","BCR 72",bw7-72,
"Wobbuffet","BCR 58",bw7-58,
"Woobat","BCR 70",bw7-70,
"Dusclops","BCR 62",bw7-62,
"Golurk","BCR 150",bw7-150,
"Gothorita","BCR 76",bw7-76,
"Grumpig","BCR 60",bw7-60,
"Musharna","BCR 69",bw7-69,
"Swoobat","BCR 71",bw7-71,
"Toxicroak","BCR 66",bw7-66,
"Whirlipede","BCR 73",bw7-73,
"Dusknoir","BCR 63",bw7-63,
"Scolipede","BCR 74",bw7-74,
"Cryogonal","BCR 46",bw7-46,
"Delibird","BCR 38",bw7-38,
"Ducklett","BCR 42",bw7-42,
"Frillish","BCR 44",bw7-44,
"Keldeo","BCR 47",bw7-47,
"Keldeo","BCR 48",bw7-48,
"Keldeo-EX","BCR 49",bw7-49,
"Marill","BCR 36",bw7-36,
"Oshawott","BCR 39",bw7-39,
"Psyduck","BCR 32",bw7-32,
"Psyduck","BCR 33",bw7-33,
"Squirtle","BCR 29",bw7-29,
"Azumarill","BCR 37",bw7-37,
"Dewott","BCR 40",bw7-40,
"Golduck","BCR 34",bw7-34,
"Golduck","BCR 35",bw7-35,
"Jellicent","BCR 45",bw7-45,
"Swanna","BCR 43",bw7-43,
"Wartortle","BCR 30",bw7-30,
"Blastoise","BCR 31",bw7-31,
"Samurott","BCR 41",bw7-41,
"Aspertia City Gym","BCR 127",bw7-127,
"Bianca","BCR 147",bw7-147,
"Cheren","BCR 148",bw7-148,
"Computer Search","BCR 137",bw7-137,
"Energy Search","BCR 128",bw7-128,
"Great Ball","BCR 129",bw7-129,
"Hugh","BCR 130",bw7-130,
"Poké Ball","BCR 131",bw7-131,
"Potion","BCR 132",bw7-132,
"Rocky Helmet","BCR 133",bw7-133,
"Skyla","BCR 134",bw7-134,
"Switch","BCR 135",bw7-135,
"Town Map","BCR 136",bw7-136,
"Celebi-EX","BCR 141",bw7-141,
"Cresselia-EX","BCR 143",bw7-143,
"Keldeo-EX","BCR 142",bw7-142,
"Crystal Edge","BCR 138",bw7-138,
"Crystal Wall","BCR 139",bw7-139,
"Gold Potion","BCR 140",bw7-140,
"Skyla","BCR 149",bw7-149,
"Rocky Helmet","BCR 153",bw7-153,
"Black Kyurem-EX","BCR 145",bw7-145,
"White Kyurem-EX","BCR 146",bw7-146,
"Landorus-EX","BCR 144",bw7-144,
